dia8d15ci
112
131
74
85
91
88
82
84
82
103
61
85
62
141
127
119
122
70
103
101
80
79
75
70
65
77
68
69
83
88
84
141
139
126
118
117
114
107
101
92
95
98
96
90
90
81
140
145
120
114
101
95
89
87
93
97
