dia2d15ci
77
76
83
72
56
75
53
52
89
75
69
71
65
77
53
70
85
75
69
59
61
67
59
62
75
74
71
66
64
68
59
59
57
73
75
62
69
66
63
71
52
59
79
91
78
73
73
70
66
62
86
72
81
65
87
63
96
96
87
81
72
66
73
94
85
76
76
83
66
70
89
81
82
77
72
79
69
