dia7d20ci
82
85
150
131
142
132
113
65
71
59
58
54
56
46
49
50
57
105
126
80
96
116
74
118
112
104
87
87
84
87
86
87
91
102
110
99
94
87
106
104
92
98
101
75
95
97
93
93
88
88
