dia2b15ci
98
89
95
85
89
88
99
94
93
96
95
101
90
88
91
106
112
115
111
99
100
109
104
106
90
87
89
95
95
102
84
87
94
89
87
87
96
91
90
95
90
90
89
90
90
92
96
93
95
92
96
105
107
108
82
84
88
100
109
101
