dia3d15ci
74
74
64
71
68
71
55
74
88
88
70
76
83
73
71
98
89
81
89
72
75
75
80
95
82
96
76
74
76
84
95
82
96
76
74
76
92
74
77
75
69
70
70
87
89
74
70
70
95
89
86
87
72
78
76
90
87
81
78
71
71
75
103
107
93
94
