dia1d15ci
54
58
50
52
50
55
44
59
40
51
59
70
59
62
60
61
59
57
51
56
51
62
59
55
55
61
59
62
54
64
50
63
56
53
59
75
81
71
78
62
71
74
74
70
66
65
66
66
62
65
53
64
43
54
51
57
45
57
39
55
77
73
70
71
66
69
65
72
77
71
75
69
66
67
67
69
73
68
65
64
64
64
