dia3d20ci
77
76
77
72
68
63
65
67
54
56
56
51
63
56
56
53
46
53
51
54
78
62
68
65
58
62
63
61
62
61
60
59
61
62
60
62
61
57
59
58
64
56
58
57
55
55
56
51
49
54
44
50
48
51
54
50
54
52
61
58
62
50
52
48
57
52
56
47
51
51
44
56
48
66
64
68
55
62
58
65
60
64
73
68
67
66
65
65
66
66
